title,text,create_dttm,link
Суд приговорил мошенника к 4 годам за ложь о создании рабочих мест для инвалидов,"В Петербурге Куйбышевский районный суд 3 сентября огласил приговор в отношении Алексея Ефимова, признанного виновным по статье «мошенничество».
 Фигурант дела приискал учредительные и уставные документы не осуществляющие финансово-хозяйственную деятельность, а потом от имении компаний были изготовлены проекты необходимых документов, содержащих заведомо ложные сведения о намерении организации создать коллективное рабочее место для трудоустройства инвалидов и закупке для этих целей оборудования.
 Ефимов свою вину признал полностью, в содеянном раскаялся. Суд назначил наказание в виде лишения свободы сроком на 4 года условно.
В 2015 году Ефимов решил завладеть бюджетными средствами Петербурга, изначально не намереваясь исполнять принимаемые обязательства по созданию рабочих мест для инвалидов.
Подсудимый получил субсидии на сумму более 7 млн рублей.",2019-09-03T16:24,https://moika78.ru/news/2019-09-03/283134-sud-prigovoril-moshennika-k-4-godam-za-lozh-o-sozdanii-rabochih-mest-dlya-invalidov/
"В Пушкине прокуратура нашла магазины, куда не смогут попасть инвалиды","В Пушкине прокуратура проверила магазины на Школьной и Ленинградской улицах, они оказались полностью не оборудованы для посещения инвалидов.
 Напомним, ранее «Мойка78» писала, что суд приговорил мошенника к 4 годам за ложь о создании рабочих мест для инвалидов.
Как сообщает прокуратура Петербурга, порог на входе в магазины оказался выше допустимого; прозрачные двери контрастно не маркированы; края дверей и ручки контрастно не окрашены. В заведениях нет специализированных носителей информации, знаков и сигналов для людей с нарушением слуха и зрения; отсутствуют доступные кассы для инвалидов-калясочников. Прокуратура внесла представление об устранении нарушений руководителям магазинов и взяла заведения на контроль.",2019-09-04T15:08,https://moika78.ru/news/2019-09-04/283657-v-pushkine-prokuratura-nashla-magaziny-kuda-ne-smogut-popast-invalidy/
Пенсионеры и инвалиды Петербурга могут заплатить за коммуналку не выходя из дома,"Жители Петербурга смогут оплатить коммунальные платежи, минуя почтовые отделения. Заплатить за свет и газ можно не выходя из дома через мобильные кассовые терминалы, рассказали в ФГУП «Почта России».
 Данная услуга ориентирован, в первую очередь, на инвалидов и пожилых людей, которым доставляют пенсии и пособия.Терминал выдает чеки, а установленное на нем приложение позволяет оперативно выбрать вид платежа. Устройства запрограммированы на прием платежей в режиме реального времени.
 В Петербурге и Ленобласти работает 578 таких терминалов. В этом году через них было принято почти 300 тысяч платежей. Спрос заметно вырос по сравнению с прошлым годом.
 Ранее «Мойка78» писала, что «Почта России» намерена превратить отделения в аптеки и алкомаркеты.
Помимо коммунальных услуг, граждане имеют возможность рассчитаться за Интернет, сотовую связь, а также заплатить штрафы и налоги.",2019-09-09T10:18,https://moika78.ru/news/2019-09-09/286114-pensionery-i-invalidy-peterburga-smogut-zaplatit-za-kommunalku-ne-vyhodya-iz-doma/
Станции Кировско-Выборгской линии метро приспособят для инвалидов,"Комитет по развитию транспортной инфраструктуры Петербурга объявил конкурс по разработке предпроекта для приспособления станций Кировско-Выборгской линии метро для маломобильных групп населения.
 Заявки будут приниматься до 27 сентября 2019 года. Первые итоги конкурса подведут к 30 сентября и 7 октября.
 Как ранее писала «Мойка78», самые высокие зарплаты в Петербурге зафиксированы на станции метро «Адмиралтейская», где среднее предложение в таких отраслях как, автомобильный бизнес, логистика, продажи, транспорт, строительство и рестораны, составляет 53 тыс. 700 рублей.
Как сообщает Комитет по развитию транспортной инфраструктуры Санкт-Петербурга, макимальная цена контракта составляет порядка 19 млн рублей.
По условиям конкурса, предпроект необходимо завершить не позднее 18 мая 2020 года.",2019-09-10T19:13,https://moika78.ru/news/2019-09-10/286934-stantsii-kirovsko-vyborgskoj-linii-metro-prisposobyat-dlya-invalidov/
Руководство детсада в Петербурге оштрафовали за ограничения для инвалидов,"В детском саду Приморского района Петербурга нашли нарушения в контрактной системе. Они касаются допуска инвалидов к госзакупкам, сообщили в прокуратуре.
 Так, руководство дошкольного учреждения при проведении аукционов ограничило участие организаций маломобильных граждан в конкурсе. Вместе с тем, представители администрации, напротив, должны были предоставить им преимущество.
 Директор детсада получил представление от ведомства. В итоге виновников привлекли к дисциплинарной ответственности. Дело рассматривали в петербургском УФАС.
 Ранее «Мойка78» писала, что прокуратура обязала ООО «Монополия» повысить зарплату водителям.
",2019-09-12T15:25,https://moika78.ru/news/2019-09-12/287857-rukovodstvo-detsada-v-peterburge-oshtrafovali-za-ogranicheniya-dlya-invalidov/
"Мать не даёт жизни инвалиду коммуналке, помогает прокуратура","Прокуратура проверила коммунальную квартиру в Петербурге, где проживал инвалид с матерью. Женщина всячески мешала ему пользоваться помещением, а другого жилья у него нет.
 Прокурор направил иск в суд, чтобы защитить интересы инвалида и дать ему возможность свободно пользоваться жильём по договору социального найма (статья 45 Гражданского процессуального кодекса РФ). Решение суда контролируется прокуратурой.
 Напомним, ранее «Мойка78» писала, что руководство детсада в Петербурге оштрафовали за ограничения для инвалидов.
Как сообщает прокуратура Петербурга, инвалид 2 группы нанимает комнату в коммунальной квартире по договору социального найма. Мать пытается ему мешать пользоваться квартирой из-за личной неприязни.",2019-09-17T15:38,https://moika78.ru/news/2019-09-17/289791-mat-ne-dayot-zhizni-invalidu-v-peterburgskoj-kommunalke/
Аптека на Олеко Дундича не позаботилась о доступе инвалидов,"Прокуратура проверила аптеку на улице Олеко Дундича в Петербурге. Оказалось, что организация не обеспечила свободный доступ для инвалидов.
 Прокуратура возбудила в отношении гендиректора аптеки дело об административном правонарушении по статье 9.13 КоАП РФ (уклонение от исполнения требований к обеспечению условий для доступа инвалидов к объектам инженерной, транспортной и социальной инфраструктур).
 Материалы направлены на рассмотрение мировому судье участка №194.
 Напомним, ранее «Мойка78» писала, что прокуратура просит Калининский район дать жилье петербуржцу. Он заселился в общежитие, но затем дом перевели в жилой фонд социального использования с оформлением документов для постоянного проживания. Однако жилье в собственность мужчине так и не дали.
 
Как сообщает прокуратура Петербурга, на входе в здание отсутствует пандус или подъёмник для инвалидов, также нет тактильной информационной вывески.",2019-09-25T14:37,https://moika78.ru/news/2019-09-25/293203-apteka-na-oleko-dundicha-ne-pozabotilas-o-dostupe-invalidov/
В Ленобласти появится дом для проживания инвалидов,"Во Всеволожском районе Ленобласти построят дом для проживания людей с ограниченными возможностями.
 Областные власти подписали соглашение о сотрудничестве с «Группой ЛСР», передает АБН. Ленобласть представит для строительства участок во Всеволожском районе, а компания проведет строительные работы.
 Ранее «Мойка78» писала о том, что в Ленинградской области открыли первую водную штрафстоянку. Она появилась в Выборге. Площадка будет участвовать в пилотном проекте по хранению задержанных маломерных судов. Одновременно на ней могут находиться до 12 судов. Привозить туда будут катера, лодки, яхты и гидроциклы.
Планируется, что проектная документация будет готова в течение полугода. Сам объект построят в течение года.",2019-09-26T03:36,https://moika78.ru/news/2019-09-26/293490-v-lenoblasti-poyavitsya-dom-dlya-prozhivaniya-invalidov/
Скамейки для инвалидов ввели в ступор жителей Васильевского,"Жители Василеостровского района Петербурга удивились странным объектам, которые поставили во дворе дома 22 по улице Кораблестроителей в рамках благоустройства.
 В комментариях к записи тут же появилось множество шутников.
 «Для тех, кто не хочет сидеть, но попу пристроить нужно»
 «Сидеть на лавке — слишком молод для этого, стоять и смотреть за ребенком — сложно»,
 Впрочем, в комментариях появился человек, который растолковал, что это опорные скамьи для людей с ограниченными возможностями. Такие скамейки позволяют людям с нарушениями опорно-двигательного аппарата сделать передышку без дополнительной нагрузки на ноги.
— написала местная жительница в группе «Живем на Васильевском. Васильевский остров».",2019-10-11T17:24,https://moika78.ru/news/2019-10-11/301182-skamejki-dlya-invalidov-vveli-v-stupor-zhitelej-vasilevskogo/
В детсадах Пушкинского района нашли нарушения прав инвалидов,"В Пушкинском районе Петербурга проведена проверка соблюдение прав инвалидов. Выяснилось, что доступ к некоторым образовательными учреждениями района затруднен для лиц с ограниченными возможностями.
 Также проверяющие нашли еще одно нарушение: кромки ступеней или поручни лестниц на путях эвакуации не были окрашены краской, светящейся в темноте, не были оборудованы световыми лентами.
 Напомним, ранее «Мойка78» писала, что аптека на Олеко Дундича не позаботилась о доступе инвалидов.
Как сообщает прокуратура города, при проверке детсадов №№ 35, 36, 41, 44, 45 было установлено, что доступ в них затруднен для инвалидов и маломобильных граждан. Кроме того, в зданиях отсутствовали санитарные кабины, оборудованные для лиц с ограниченными возможностями.
В адрес заведующих детсадов направлены представления об устранении выявленных нарушений.",2019-10-14T10:52,https://moika78.ru/news/2019-10-14/302067-v-detsadah-pushkinskogo-rajona-nashli-narusheniya-prav-invalidov/
"Инвалид из Ленобласти получил квартиру, обратившись к Бастрыкину","Житель Ленинградской области, инвалид Алексей Тимонин получил положенную ему отдельную квартиру, обратившись к председателю Следственного комитета Александру Бастрыкину.
 Следственное управление СК РФ по региону добилось подписание контракта на покупку квартиры, а также возбудило уголовное дело по ст.293 УК РФ (халатность) из-за бездействия местной администрации.
 Ранее «Мойка78» писала, что в детских садах Пушкинского района нашли нарушения прав инвалидов.
Об этом сообщает Следственное управление СК РФ по Ленобласти. Мужчина пришел на прием граждан к Бастрыкину 12 октября 2019 года и пожаловался на бездействие администрации МО «Любанское городское поселение» Тосненского муниципального района. По решению суда ему должны были предоставить отдельную квартиру, однако этого не происходило несколько лет.",2019-10-21T19:45,https://moika78.ru/news/2019-10-21/305615-invalid-iz-lenoblasti-poluchil-kvartiru-obrativshis-k-bastrykinu/
Инвалидам разрешили проезжать в Боткинскую больницу на автомобилях,"Прокуратура Красногвардейского района нашла нарушения законодательства о социальной защите инвалидов в больнице имени Боткина, сообщает прокуратура Петербурга.
 Чтобы восстановить права граждан с ограниченными возможностями, прокурор принес протест на приказ главврача, ограничивающий проезд на территорию больницы.
 В результате приказ изменили, разрешив проезд гражданам со статусом «инвалид» на личной машине, либо на автомобиле сопровождения при предъявлении удостоверения.
 Таким образом, на территорию больницы обеспечили доступ пациентов-инвалидов на личных и других автомобилях.
Как оказалось, проехать на территорию больницы пациенты могли только в исключительных случаях и по приказу главного врача больницы. При этом учреждение состоит из 10 корпусов, в каждом из которых оказывают свои услуги. В таких условиях маломобильным группам населения приходится тяжело.",2019-10-23T16:43,https://moika78.ru/news/2019-10-23/306690-invalidam-razreshili-proezzhat-v-botkinskuyu-bolnitsu-na-avtomobilyah/
Беглов подписал закон о единовременных выплатах ветеранам и инвалидам ВОВ,"Губернатор Петербурга Александр Беглов подписал закон «О единовременной денежной выплате отдельным категориям граждан в связи с 75-летием Победы в Великой Отечественной войне 1941-1945 годов». Документ вступит в силу с 1 мая 2020 года.
 На единовременную выплату в 4 тыс. рублей могут рассчитывать вдовы и вдовцы военнослужащих, погибших во время с Финляндией, Великой Отечественной войны, войны с Японией, а также вдовы и вдовцы умерших инвалидов и участников ВОВ.
 Выплату в 3 тыс. рублей получат петербуржцы, родившиеся до 3 сентября 1945 года, не относящиеся к гражданам указанных категорий.
 Получить деньги смогут граждане России, имеющие регистрацию в Петербурге, а также граждане без определенного места жительства, если встанут на учет.
Согласно тексту закона, единовременную денежную в размере 7 тыс. рублей получат инвалиды и ветераны ВОВ из числа участников военных действий и лиц, работавших на объектах противовоздушной обороны, а также награжденные знаком «Жителю блокадного Ленинграда», труженики тыла, бывшие несовершеннолетние узники фашизма  и ветераны боевых действий.",2019-10-24T15:40,https://moika78.ru/news/2019-10-24/307237-beglov-podpisal-zakon-o-edinovremennyh-vyplatah-veteranam-i-invalidam-vov/
Неизвестный сломал транспортер для инвалидов на «Невском проспекте»,"Полиция Центрального района Петербурга ищет хулигана, который повредил транспортер, предназначенный для перевозки маломобильных граждан в метро. Инцидент случился на станции «Невский проспект».
 По факту случившегося проводится проверка, добавили в ГУ МВД по Петербургу и Ленобласти.
 Ранее «Мойка78» писала, что в Горелово подозреваемая сломала ноги при попытке сбежать от правоохранителей.
Дефект в работе оборудования для инвалидов сотрудники подземки обнаружили накануне, 24 октября. Предполагаемый злоумышленник успел скрыться.",2019-10-25T11:10,https://moika78.ru/news/2019-10-25/307745-neizvestnyj-slomal-transporter-dlya-invalidov-na-nevskom-prospekte/
Глава СК Бастрыкин поможет семье инвалидов из Петербурга вернуть квартиру,"В Петербурге председатель следственного комитета России Александр Бастрыкин провел личный прием граждан.
 Так, жительница Мурманска попросила разобраться в деле о хищении мошенническим путем двух её квартир в Петербурге. По словам женщины, её  обманули при переоформлении права собственности.
 О мошенничестве также рассказал представитель ленинградского психо-неврологического интерната. По его словам, двое  проживающих там инвалидов  стали жертвами так называемых «черных риелторов». Мать и сын лишились своей квартиры и вынуждены проживать в интернате, сообщает пресс-служба СК России.
 Рабочая поездка председателя продолжилась встречей с кадетами Санкт-Петербургского кадетского корпуса. В ней приняли участие ребята из числа детей-сирот и детей, оставшихся без попечения родителей. Также Александр Бастрыкин провел лекцию для студентов СПбГУ.
Александр Бастрыкин поручил руководителю главного следственного управления СК России по Петербургу взять дело на личный контроль и выяснить, какими схемами пользовались мошенники.
По итогам приема  Александр Бастрыкин подчеркнул, что разрешение всех прозвучавших вопросов будет находиться на контроле.",2019-10-26T19:45,https://moika78.ru/news/2019-10-26/308466-predsedatel-sk-rossii-bastrykin-vzyal-na-kontrol-problemy-peterburzhtsev/
Жителя Сланцев подозревают в надругательстве над дочерью-инвалидом,"Жителя города Сланцы в Ленинградской области подозревают в надругательстве над собственной дочерью-инвалидом. Возбуждено уголовное дело.
 При этом девочка — инвалид по психическому заболеванию.
 Мужчину задержали, возбуждено уголовное дело по части 3 статьи 132 УК РФ. Решается вопрос с избранием меры пресечения для него.
Как стало известной «Мойке78, ночью 30 октября в полицию обратилась 44-летняя жительница Сланцев. Она заявила, что ее безработный супруг вечером 29-го числа у себя в квартире совершил насильственные действия сексуального характера в отношении в отношении их 14-летней дочери.",2019-10-30T09:43,https://moika78.ru/news/2019-10-30/310386-zhitelya-slantsev-podozrevayut-v-nadrugatelstve-nad-docheryu-invalidom/
Сотрудники интерната для инвалидов в Лодейном Поле растратили 660 тысяч,"ГСУ СК по Ленинградской области расследует дело о растрате в Лодейнопольском районе. Его фигурантами являются сотрудники дома-интерната для престарелых и инвалидов.
 Производство был начато по статье 160 УК РФ. Речь идет о сумме в 660 тысяч рублей, которую работники учреждения перевели в счет оплаты девяти договоров. Бумаги были подписаны с индивидуальным предпринимателем, при том фактически никаких работ бизнесмен не выполнил.
 В рамках расследования следователи пришли с обысками по месту жительства подозреваемых, а также в сам интернат. Оперативные мероприятия проводились и в комитете по социальной защите, была изъята необходимая документация.
",2019-10-30T12:35,https://moika78.ru/news/2019-10-30/310469-sotrudniki-internata-dlya-invalidov-v-lodejnom-pole-rastratili-660-tysyach/
«У меня сестра инвалид»: девочки оправдались за кражу продуктов из «Карусели»,"Двух юных петербурженок поймали за кражей из контейнера, куда люди кладут продукты для нуждающихся. Девочек не смутило то, что их снимают на камеру мобильного телефона — предполагаемые злоумышленницы сразу же нашли оправдание своему поступку.
 Инцидент случился в одном из гипермаркетов «Карусель». Ролик на своей странице в Instagram выложила активист Полина Тумашик. Она отметила, что подростки забирали вещи «без капли стыда», а в ответ на замечание одна из них заявила, что живет с сестрой-инвалидом, которая якобы передвигается в коляске. Набрав еды, девочки убежали.
 Тумашик отметила, что это не первый подобный случай. Она призвала организаторов акции, а также руководство магазина, обратить внимание на случившееся.
",2019-10-31T13:11,https://moika78.ru/news/2019-10-31/311257-u-menya-sestra-invalid-devochki-opravdalis-za-krazhu-produktov-iz-karuseli/
Путин призвал учитывать опыт Петербурга при размещении детей-инвалидов,"Идея развивать новые формы содержания детей инвалидов нашла поддержку президента России Владимира Путина. В этой связи он призвал обратиться к опыту Петербурга.
 Вместе с тем, в Северной столице для этих целей построили два социальных дома, где маломобильные граждане живут небольшими группами. Проект был реализован на частные деньги, а поддержку людям продолжает оказывать город. Расходы, о которых идет речь, оказались ниже аналогичных трат на размещение пациентов в интернатах, передает ТАСС.
 Президент согласился с тем, что качество услуг в интернатах падает. Растиражировать опыт города на Неве в регионах он поручил вице-премьеру Татьяне Голиковой, министерству финансов и Минэкономразвития.
Тема обсуждалась на встрече главы государства с общественниками из Калининградской области. Согласно закону, малыши, которые остались без попечения родителей, отправляются в психоневрологические интернаты. ",2019-10-31T14:46,https://moika78.ru/news/2019-10-31/311334-putin-prizval-uchityvat-opyt-peterburga-pri-razmeshhenii-detej-invalidov/
Онкобольному инвалиду повторно вылечат зубы после вмешательства прокуроров,"Прокуратура Московского района Петербурга встала на защиту мужчины-инвалида, которому отказали в стоматологической помощи. Он претендовал на бесплатное протезирование.
 Как рассказали в ведомстве, к врачу пациент, у которого диагностировали рак, обратился после химиотерапии. Однако в медучреждении заявили, что петербуржец уже реализовал свое право и не может воспользоваться им еще раз.
 Представление было внесено в адрес главы районной администрации.
 Ранее «Мойка78» писала, что прокуратура добивается закрытия хостела на Литейном.
",2019-11-01T12:47,https://moika78.ru/news/2019-11-01/311898-onkobolnomu-invalidu-povtorno-vylechat-zuby-posle-vmeshatelstva-prokurorov/
В Красном Селе таксист ограбил и изнасиловал женщину-инвалида,"Полицейские Красносельского района Петербурга задержали таксиста, который подозревается в изнасиловании и ограблении инвалида-колясочника.
 Злоумышленник проводил пострадавшую до квартиры, где родственница женщины передала ему деньги за отмену вызова, после чего он уехал.
 В 22:15 в субботу полицейские задержали подозреваемого в нападении в подъезде дома №20 по улице Авангардной. Как оказалось, таксист — гражданин Республики Узбекистан, 26 лет. Он был полностью изобличен в совершении этого преступления.
 Напомним, ранее «Мойка78» писала, что дело о задушенной после изнасилования девочке в Металлострое ушло в суд.
Как стало известно «Мойке78», в воскресенье, 10 ноября, в 11:20 в полицию обратилась 26-летняя женщина, инвалид-колясочник. Она рассказала, что около часа ночи в поселке Горелово у дома №56, корпус 3, по Красносельскому шоссе, она спустилась к ранее вызванному через мобильное приложение такси Daewoo Gentra, чтобы обсудить с водителем отмену вызова. Водитель такси посадил женщину в салон, убрал коляску в багажник, после чего, применив к ней физическую силу, изнасиловал и отобрал у неё 900 рублей. Кроме того, он потребовал 5 тыс. рублей за оплату отмененного вызова.
Пострадавшая на «скорой» была доставлена в больницу. После осмотра ее отпустили домой.
По факту насильственных действий сексуального характера возбуждено уголовное дело.",2019-11-11T08:57,https://moika78.ru/news/2019-11-11/316274-v-krasnom-sele-taksist-ograbil-i-iznasiloval-zhenshhinu-invalida/
Екатерина Мехнецова за раздельный сбор и права инвалидов,"Менеджер-экономист в строительной отрасли Екатерина Мехнецова в течение 10 лет без устали занимается волонтерством в Петербурге. На ее счету участие в десятке добровольческих организаций и общественно значимых проектах, среди которых экологическое движение «РазДельный Сбор», «Ночлежка», «На коляске без барьеров», «Красивый Петербург» и другие.
 Становление Екатерины как общественника началось с одного простого вопроса губернатору города Валентине Матвиенко. В 2009 году она поинтересовалась у главы правительства Северной столицы, сколько килограммов бумаги ежедневно отправляют в урны местные чиновники. В отраслевом комитете по природопользованию, охране окружающей среды и обеспечению экологической безопасности четких цифр не назвали, но пригласили Екатерину на рабочую встречу. Экоактивистке там сообщили, что о проблеме с переработкой отходов знают, но в городе не хватает пунктов приема макулатуры.
 Через три года Екатерина Мехнецова наткнулась на объявление об акции по приему вторсырья «РазДельный Сбор» и стала сокоординатором одной из точек приема мусора на Долгоозерной улице. Впоследствии место дислокации сменилось на станцию метро Пионерская. При участии Екатерины за октябрьский субботник на точке набралось 152 мешка пластика, металла и многослойной упаковки.
 В жизни Екатерины также нашлось место для доставки еды бездомным из благотворительного приюта «Ночлежка». На собственном автомобиле она привозит продукты и отдает их нуждающимся.
 Несколько лет назад петербурженка присоединилась к общественной правозащитной организации «На коляске без барьеров» и теперь борется за права инвалидов на доступную среду. Как помощник руководителя проекта «На коляске без барьеров», Екатерина Мехнецова прокладывает ежедневные маршруты для горожан с инвалидностью, выходит на улицы с проверками, а также пишет официальные письма в комитеты и представляет движение на уровне города.
 Помимо общественно полезной деятельности огромное количество времени и сил у активистки отнимает воспитание дочери.
",2019-11-12T02:37,https://moika78.ru/news/2019-11-12/311447-ekaterina-mehnetsova-za-razdelnyj-sbor-i-prava-invalidov/
Семьи с детьми-инвалидами получат соцвыплаты для приобретения жилья,"Губернатор Санкт-Петербура Александр Беглов подписал ряд новых законов, среди которых: «О содействии Санкт-Петербурга в улучшении жилищных условий граждан», «О порядке ведения учета граждан в качестве нуждающихся в жилых помещениях и предоставлении жилых помещений по договорам социального найма в Санкт-Петербурге».
 При этом порядок и условия предоставления данных социлаьных выплат и порядок расчета их размера будет устанавливаться Правительством Санкт-Петербурга.
 Ранее «Мойка78» сообщала, что многодетным семьям из Петербурга в 2019 году в 2 раза увеличат социальные выплаты.
Об этом сообщает пресс-служба губернатора Северной столицы. Данный закон подразумевает выделение социальных выплат для семей с детьми-инвалидами, которые нуждаются в жилых помещениях. Эти деньги должны будут тратиться на покупку, или же строительство нового жилья. ",2019-11-12T18:39,https://moika78.ru/news/2019-11-12/317335-semi-s-detmi-invalidami-poluchat-sotsvyplaty-dlya-priobreteniya-zhilya/
ГЖИ доверили следить за доступностью инфраструктуры домов для инвалидов,"Чиновников Государственной жилищной инспекции (ГЖИ) Петербурга наделили новыми полномочиями. Отыне они будут следить за тем, как развита инфраструктура многоквартирных домов и доступна ли она для инвалидов.
 ГЖИ будет контролировать работу управляющих компаний в этом направлении. Причем маломобильные граждане должны иметь легкий доступ не только к жилым объектам, но и  общему имуществу собственников помещений МКД.
 Ранее «Мойка78» писала, что семьи с детьми-инвалидами получат деньги на покупку социального жилья.
В случае выявленных нарушений УК будут привлекать к административной ответственности. Она предполагает штраф до 20 тысяч рублей.",2019-11-19T12:01,https://moika78.ru/news/2019-11-19/321102-gzhi-doverili-sledit-za-dostupnostyu-infrastruktury-domov-dlya-invalidov/
Приставы помогли сделать петербургский колледж доступнее для инвалидов,"Один из колледжей Петербурга стал доступнее для инвалидов. Сотрудники учебного заведения оборудовали инфраструктуру для маломобильных граждан после вмешательства судебных приставов.
 Как рассказали в региональном управлении ФССП, речь идет об учебном заведении «ПетроСтройСервис». Иск в отношении руководства учреждения поступил в суд из прокуратуры Приморского района.
 Было возбуждено исполнительное производство. Должнику указали сроки, в которые он обязан был выполнить предписание приставов. Все пункты были реализованы согласно исполнительному листу.
",2019-11-19T13:36,https://moika78.ru/news/2019-11-19/321161-pristavy-pomogli-sdelat-peterburgskij-kolledzh-dostupnee-dlya-invalidov/
